unix_ms,rss_kb,cpu_pct
1787234417717,2354560,100.0
1787234417773,2364496,100.0
1787234417835,2375232,100.0
1787234417894,2386000,99.7
1787234417957,2397552,99.7
1787234418019,2408864,100.0
1787234418080,2419664,100.0
1787234418139,2430224,99.3
1787234418202,2441568,99.3
1787234418265,2452880,100.0
1787234418319,2462848,100.0
1787234418382,2474320,100.0
1787234418437,2484160,100.0
1787234418499,2495584,99.8
1787234418561,2506688,99.8
1787234418617,2516768,100.0
1787234418680,2528384,100.0
1787234418743,2540064,98.8
1787234418797,2550016,98.8
1787234418856,2560832,99.1
1787234418913,2571040,99.1
1787234418976,2582432,100.0
1787234419037,2592560,100.0
1787234419094,2602544,99.1
1787234419156,2613440,99.1
1787234419219,2625184,99.0
1787234419283,2636304,99.0
1787234419343,2646832,99.7
1787234419399,2656864,99.7
1787234419464,2668064,99.7
1787234419527,2679296,99.4
1787234419592,2691120,99.8
1787234419655,2702512,99.8
1787234419715,2713616,99.8
1787234419778,2724304,100.0
1787234419840,2735552,100.0
1787234419897,2745424,100.0
1787234419959,2756080,100.0
1787234420018,2766928,99.7
1787234420081,2778240,99.7
1787234420144,2788896,100.0
1787234420199,2798800,100.0
1787234420262,2809968,99.8
1787234420332,2820640,99.8
1787234420394,2831152,100.0
1787234420450,2840992,100.0
1787234420513,2852176,99.3
1787234420575,2863072,99.3
1787234420639,2874368,100.0
1787234420694,2883408,100.0
1787234420755,2894656,99.1
1787234420818,2905616,99.1
1787234420878,2914608,100.0
1787234420940,2925712,100.0
1787234421003,2935680,99.1
1787234421062,2946080,99.1
1787234421122,2956512,100.0
1787234421175,2966336,100.0
1787234421239,2977552,100.0
1787234421303,2988864,100.0
1787234421366,2999904,99.6
1787234421423,3010208,99.6
1787234421485,3021280,100.0
1787234421541,3031200,100.0
1787234421595,3040624,100.0
1787234421654,3050256,99.2
1787234421709,3060176,99.2
1787234421772,3071120,100.0
1787234421832,3081632,100.0
1787234421895,3092416,100.0
1787234421959,3103024,100.0
1787234422022,3114352,99.3
1787234422078,3123984,99.3
1787234422144,3135856,100.0
1787234422203,3146208,100.0
1787234422266,3157136,99.0
1787234422321,3166752,99.0
1787234422383,3166864,98.7
1787234422442,3163264,98.7
1787234422502,3142096,100.0
1787234422556,3151504,100.0
1787234422615,3139680,100.0
1787234422683,3138080,100.0
1787234422739,3130544,100.0
1787234422799,3119504,100.0
1787234422861,3107792,100.0
1787234422914,3116912,100.0
1787234422978,3127936,98.2
1787234423041,3117184,98.2
1787234423105,3088304,99.6
1787234423165,3099024,99.6
1787234423226,3094480,99.6
1787234423290,3070448,100.0
1787234423353,3081904,100.0
1787234423416,3059200,99.4
1787234423470,3068928,99.4
1787234423528,3055152,100.0
1787234423591,3032752,100.0
1787234423654,3044304,99.2
1787234423718,2913264,99.2
1787234423775,2892896,100.0
1787234423838,2893296,100.0
1787234423896,2893552,98.9
1787234423958,2893984,98.9
1787234424013,2894144,100.0
1787234424077,2894288,100.0
1787234424135,2894400,99.0
1787234424198,2894512,99.0
1787234424265,2877264,99.9
1787234424328,2877344,99.9
1787234424384,2877344,100.0
1787234424448,2877344,100.0
1787234424513,2876544,95.8
1787234424570,2908816,95.8
1787234424626,2952256,91.4
1787234424691,3001248,91.4
1787234424756,3015120,88.3
1787234424818,3018384,88.3
1787234424875,2992480,90.3
1787234424938,2969552,90.3
1787234425001,2998544,91.9
1787234425061,3019280,91.9
1787234425125,3027888,96.4
1787234425183,3035680,96.4
1787234425246,3041120,99.3
1787234425301,3042512,99.3
1787234425362,3044464,97.8
1787234425426,3046000,97.8
1787234425484,3047616,97.8
1787234425547,3049152,97.6
1787234425611,3050160,98.9
1787234425674,3050832,98.9
1787234425738,3051536,98.8
1787234425800,3052256,98.8
1787234425864,3009008,100.0
1787234425920,3019280,100.0
1787234425981,3030512,100.0
1787234426045,3042432,99.7
1787234426106,3053168,99.7
1787234426169,3064256,100.0
1787234426234,3075776,100.0
1787234426297,3086912,100.0
1787234426359,3098400,100.0
1787234426421,3109344,100.0
1787234426483,3120720,100.0
1787234426546,3131968,100.0
1787234426610,3142896,100.0
1787234426674,3154144,99.1
1787234426733,3164528,99.1
1787234426796,3175824,98.4
1787234426859,3186608,98.4
1787234426918,3197504,99.1
1787234426981,3208192,99.1
1787234427037,3217232,100.0
1787234427101,3227936,100.0
1787234427155,3237440,100.0
1787234427218,3248384,100.0
1787234427281,3259264,98.8
1787234427335,3268816,98.8
1787234427398,3279712,99.3
1787234427461,3289632,99.3
1787234427523,3299856,100.0
1787234427577,3308880,100.0
1787234427637,3319488,100.0
1787234427697,3329936,100.0
1787234427757,3340608,99.3
1787234427816,3351312,99.3
1787234427879,3361904,98.6
1787234427943,3373440,98.6
1787234428002,3382272,99.3
1787234428065,3392624,99.3
1787234428120,3401280,99.4
1787234428184,3411872,99.4
1787234428242,3421856,99.7
1787234428305,3432384,99.7
1787234428363,3442768,99.4
1787234428424,3453536,99.4
1787234428486,3465040,99.4
1787234428550,3476368,100.0
1787234428613,3487808,99.1
1787234428677,3497936,99.1
1787234428741,3509232,100.0
1787234428796,3518704,100.0
1787234428859,3529824,100.0
1787234428922,3540864,100.0
1787234428981,3551232,100.0
1787234429045,3562640,100.0
1787234429106,3573424,100.0
1787234429161,3583008,100.0
1787234429217,3584032,100.0
1787234429281,3589200,98.3
1787234429341,3579840,98.3
1787234429404,3577808,100.0
1787234429462,3580720,100.0
1787234429519,3579600,99.4
1787234429582,3591056,99.4
1787234429640,3590048,99.1
1787234429703,3597904,99.1
1787234429766,3597712,100.0
1787234429829,3609200,100.0
1787234429889,3617712,99.0
1787234429952,3628864,99.0
1787234430015,3640032,100.0
1787234430078,3647520,100.0
1787234430139,3655360,100.0
1787234430193,3664384,100.0
1787234430255,3673504,99.7
1787234430312,3683936,99.7
1787234430376,3689424,99.7
1787234430437,3700592,99.7
1787234430500,3709648,100.0
1787234430565,3709600,100.0
1787234430622,3713696,99.5
1787234430690,3725184,99.5
1787234430753,3731216,100.0
1787234430817,3738352,100.0
1787234430878,3742336,100.0
1787234430938,3753520,100.0
1787234430991,3763232,100.0
1787234431047,3768304,98.6
1787234431109,3771808,98.6
1787234431164,3781568,100.0
1787234431220,3773472,100.0
1787234431273,3783008,100.0
1787234431338,3783760,100.0
1787234431399,3795280,99.3
1787234431456,3795552,99.3
1787234431509,3805008,100.0
1787234431566,3809408,100.0
1787234431630,3811056,99.2
1787234431689,3813744,99.2
1787234431752,3821664,99.6
1787234431815,3826368,99.6
1787234431877,3829936,99.6
1787234431936,3840272,99.6
1787234431999,3852096,99.6
1787234432054,3862032,100.0
1787234432116,3871360,100.0
1787234432174,3879216,99.4
1787234432235,3878784,99.4
1787234432298,3868768,100.0
1787234432363,3864560,100.0
1787234432425,3848784,100.0
1787234432488,3859712,100.0
1787234432551,3869824,98.5
1787234432614,3880608,98.5
1787234432677,3891952,100.0
1787234432738,3894736,100.0
1787234432805,3891248,99.6
1787234432873,3887920,99.6
1787234432927,3897408,99.6
1787234432980,3907248,99.6
1787234433043,3913696,100.0
1787234433107,3913760,100.0
1787234433161,3902624,99.3
1787234433219,3902752,99.3
1787234433275,3902944,100.0
1787234433333,3903056,100.0
1787234433394,4008352,99.7
1787234433458,4070208,99.7
1787234433513,4165088,95.6
1787234433576,4195968,95.6
1787234433638,4215472,98.7
1787234433701,4212448,98.7
1787234433765,4212384,97.7
1787234433828,4222944,97.7
1787234433890,4219408,100.0
1787234433953,4231616,100.0
1787234434017,4234720,99.1
1787234434081,4246688,99.1
1787234434143,4252848,99.7
1787234434198,4263152,99.7
1787234434257,4268016,97.9
1787234434320,4271760,97.9
1787234434384,4275968,99.0
1787234434440,4277856,99.0
1787234434495,4280176,99.0
1787234434558,4291376,100.0
1787234434620,4291904,100.0
1787234434684,4302000,100.0
1787234434745,4304544,100.0
1787234434809,4304544,79.4
1787234434870,4304544,79.4
1787234434930,4304544,49.6
